,prior,marginal,conditional_probability,source
8156,uncoupler,sense of self,0.0,sd
8157,steroid,sense of self,0.0,sd
8158,nootropic,sense of self,0.0,sd
8159,acetaminophen-containing,sense of self,0.0,sd
8160,element,sense of self,0.0,sd
8161,tricyclic antidepressants,sense of self,0.0,sd
8162,antithyroid,sense of self,0.0,sd
8163,nmda antagonist,sense of self,0.0,sd
8164,vasoactive,sense of self,0.0,sd
8165,opioid,use of substance,0.0,sd
8166,serotonergic,use of substance,0.0,sd
8167,unclear,use of substance,0.0,sd
8168,cardioactive,use of substance,0.0,sd
8169,antibiotic/antifungal,use of substance,0.0,sd
8170,ssri,use of substance,0.0,sd
8171,ergot,use of substance,0.0,sd
8172,anti-inflammatory,use of substance,0.0,sd
8173,mushrooms,use of substance,0.0,sd
8174,anticoagulant,use of substance,0.0,sd
8175,neurotoxin,use of substance,0.0,sd
8176,misclassified,use of substance,0.0,sd
8177,antacid,use of substance,0.0,sd
8178,stimulants,use of substance,0.0,sd
8179,moiety,use of substance,0.0,sd
8180,snakes,use of substance,0.0,sd
8181,sexual enhancement,use of substance,0.0,sd
8182,salicylate,use of substance,0.0,sd
8183,alcohol,use of substance,0.0,sd
8184,chemical process,use of substance,5.838081225866284e-08,sd
8185,cholinergic plant,use of substance,0.0,sd
8186,dopamine agonist,use of substance,0.0,sd
8187,paralytic,use of substance,0.0,sd
8188,abortifacient,use of substance,0.0,sd
8189,analgesic,use of substance,0.0,sd
8190,anticholinergic medicine,use of substance,0.0,sd
8191,maoi,use of substance,0.0,sd
8192,functional class,use of substance,0.0,sd
8193,plant,use of substance,0.0,sd
8194,chemotherapeutic,use of substance,0.0,sd
8195,nsaid,use of substance,0.0,sd
8196,cyanogenic,use of substance,0.0,sd
8197,anesthetic,use of substance,0.0,sd
8198,hepatotoxin,use of substance,0.0,sd
8199,anabolic hormones,use of substance,0.0,sd
8200,antinausea,use of substance,0.0,sd
8201,antihyperglycemic,use of substance,0.0,sd
8202,hiv medications,use of substance,0.0,sd
8203,nonopioid analgesic,use of substance,0.0,sd
8204,inhalant,use of substance,0.0,sd
8205,psychedelic,use of substance,0.0,sd
8206,antipsychotic,use of substance,0.0,sd
8207,bulking agent,use of substance,0.0,sd
8208,serm,use of substance,0.0,sd
8209,metabolite,use of substance,0.0,sd
8210,cannabinoid receptor agonists,use of substance,0.0,sd
8211,endogenous chemical,use of substance,0.0,sd
8212,sedative,use of substance,0.0,sd
8213,antidepressant,use of substance,0.0,sd
8214,structural class,use of substance,0.0,sd
8215,chemical reagent,use of substance,0.0,sd
8216,androgen/estrogen,use of substance,0.0,sd
8217,uncoupler,use of substance,0.0,sd
8218,steroid,use of substance,0.0,sd
8219,nootropic,use of substance,0.0,sd
8220,acetaminophen-containing,use of substance,0.0,sd
8221,element,use of substance,0.0,sd
8222,tricyclic antidepressants,use of substance,0.0,sd
8223,antithyroid,use of substance,0.0,sd
8224,nmda antagonist,use of substance,0.0,sd
8225,vasoactive,use of substance,0.0,sd
8226,opioid,sexual activity,0.0,sd
8227,serotonergic,sexual activity,0.0,sd
8228,unclear,sexual activity,0.0,sd
8229,cardioactive,sexual activity,0.0,sd
8230,antibiotic/antifungal,sexual activity,0.0,sd
8231,ssri,sexual activity,0.0,sd
8232,ergot,sexual activity,0.0,sd
8233,anti-inflammatory,sexual activity,0.0,sd
8234,mushrooms,sexual activity,0.0,sd
8235,anticoagulant,sexual activity,0.0,sd
8236,neurotoxin,sexual activity,0.0,sd
8237,misclassified,sexual activity,0.0,sd
8238,antacid,sexual activity,0.0,sd
8239,stimulants,sexual activity,0.0,sd
8240,moiety,sexual activity,0.0,sd
8241,snakes,sexual activity,0.0,sd
8242,sexual enhancement,sexual activity,0.0,sd
8243,salicylate,sexual activity,0.0,sd
8244,alcohol,sexual activity,0.0,sd
8245,chemical process,sexual activity,0.0,sd
8246,cholinergic plant,sexual activity,0.0,sd
8247,dopamine agonist,sexual activity,0.0,sd
8248,paralytic,sexual activity,0.0,sd
8249,abortifacient,sexual activity,0.0,sd
8250,analgesic,sexual activity,0.0,sd
8251,anticholinergic medicine,sexual activity,0.0,sd
8252,maoi,sexual activity,0.0,sd
8253,functional class,sexual activity,0.0,sd
8254,plant,sexual activity,0.0,sd
8255,chemotherapeutic,sexual activity,0.0,sd
8256,nsaid,sexual activity,0.0,sd
8257,cyanogenic,sexual activity,0.0,sd
8258,anesthetic,sexual activity,0.0,sd
8259,hepatotoxin,sexual activity,0.0,sd
8260,anabolic hormones,sexual activity,0.0,sd
8261,antinausea,sexual activity,0.0,sd
8262,antihyperglycemic,sexual activity,0.0,sd
8263,hiv medications,sexual activity,0.0,sd
8264,nonopioid analgesic,sexual activity,0.0,sd
8265,inhalant,sexual activity,0.0,sd
8266,psychedelic,sexual activity,0.0,sd
8267,antipsychotic,sexual activity,0.0,sd
8268,bulking agent,sexual activity,0.0,sd
8269,serm,sexual activity,0.0,sd
8270,metabolite,sexual activity,0.0,sd
8271,cannabinoid receptor agonists,sexual activity,0.0,sd
8272,endogenous chemical,sexual activity,0.0,sd
8273,sedative,sexual activity,0.0,sd
8274,antidepressant,sexual activity,0.0,sd
8275,structural class,sexual activity,0.0,sd
8276,chemical reagent,sexual activity,0.0,sd
8277,androgen/estrogen,sexual activity,0.0,sd
8278,uncoupler,sexual activity,0.0,sd
8279,steroid,sexual activity,0.0,sd
8280,nootropic,sexual activity,0.0,sd
8281,acetaminophen-containing,sexual activity,0.0,sd
8282,element,sexual activity,0.0,sd
8283,tricyclic antidepressants,sexual activity,0.0,sd
8284,antithyroid,sexual activity,0.0,sd
8285,nmda antagonist,sexual activity,0.0,sd
8286,vasoactive,sexual activity,0.0,sd
8287,opioid,uninterpretable,0.0,sd
8288,serotonergic,uninterpretable,0.0,sd
8289,unclear,uninterpretable,0.0,sd
8290,cardioactive,uninterpretable,0.0,sd
8291,antibiotic/antifungal,uninterpretable,0.0,sd
8292,ssri,uninterpretable,0.0,sd
8293,ergot,uninterpretable,0.0,sd
8294,anti-inflammatory,uninterpretable,0.0,sd
8295,mushrooms,uninterpretable,0.0,sd
8296,anticoagulant,uninterpretable,0.0,sd
8297,neurotoxin,uninterpretable,0.0,sd
8298,misclassified,uninterpretable,0.0,sd
8299,antacid,uninterpretable,0.0,sd
8300,stimulants,uninterpretable,0.0,sd
8301,moiety,uninterpretable,0.0,sd
8302,snakes,uninterpretable,0.0,sd
8303,sexual enhancement,uninterpretable,0.0,sd
8304,salicylate,uninterpretable,0.0,sd
8305,alcohol,uninterpretable,0.0,sd
8306,chemical process,uninterpretable,2.025926456168406e-08,sd
8307,cholinergic plant,uninterpretable,0.0,sd
8308,dopamine agonist,uninterpretable,0.0,sd
8309,paralytic,uninterpretable,0.0,sd
8310,abortifacient,uninterpretable,0.0,sd
8311,analgesic,uninterpretable,0.0,sd
8312,anticholinergic medicine,uninterpretable,0.0,sd
8313,maoi,uninterpretable,0.0,sd
8314,functional class,uninterpretable,0.0,sd
8315,plant,uninterpretable,0.0,sd
8316,chemotherapeutic,uninterpretable,0.0,sd
8317,nsaid,uninterpretable,0.0,sd
8318,cyanogenic,uninterpretable,0.0,sd
8319,anesthetic,uninterpretable,0.0,sd
8320,hepatotoxin,uninterpretable,0.0,sd
8321,anabolic hormones,uninterpretable,0.0,sd
8322,antinausea,uninterpretable,0.0,sd
8323,antihyperglycemic,uninterpretable,0.0,sd
8324,hiv medications,uninterpretable,0.0,sd
8325,nonopioid analgesic,uninterpretable,0.0,sd
8326,inhalant,uninterpretable,0.0,sd
8327,psychedelic,uninterpretable,0.0,sd
8328,antipsychotic,uninterpretable,0.0,sd
8329,bulking agent,uninterpretable,0.0,sd
8330,serm,uninterpretable,0.0,sd
8331,metabolite,uninterpretable,0.0,sd
8332,cannabinoid receptor agonists,uninterpretable,0.0,sd
8333,endogenous chemical,uninterpretable,0.0,sd
8334,sedative,uninterpretable,0.0,sd
8335,antidepressant,uninterpretable,0.0,sd
8336,structural class,uninterpretable,0.0,sd
8337,chemical reagent,uninterpretable,0.0,sd
8338,androgen/estrogen,uninterpretable,0.0,sd
8339,uncoupler,uninterpretable,0.0,sd
8340,steroid,uninterpretable,0.0,sd
8341,nootropic,uninterpretable,0.0,sd
8342,acetaminophen-containing,uninterpretable,0.0,sd
8343,element,uninterpretable,0.0,sd
8344,tricyclic antidepressants,uninterpretable,0.0,sd
8345,antithyroid,uninterpretable,0.0,sd
8346,nmda antagonist,uninterpretable,0.0,sd
8347,vasoactive,uninterpretable,0.0,sd
8348,opioid,respiratory,0.0,sd
8349,serotonergic,respiratory,0.0,sd
8350,unclear,respiratory,0.0,sd
8351,cardioactive,respiratory,0.0,sd
8352,antibiotic/antifungal,respiratory,0.0,sd
8353,ssri,respiratory,0.0,sd
8354,ergot,respiratory,0.0,sd
8355,anti-inflammatory,respiratory,0.0,sd
8356,mushrooms,respiratory,0.0,sd
8357,anticoagulant,respiratory,0.0,sd
8358,neurotoxin,respiratory,0.0,sd
8359,misclassified,respiratory,0.0,sd
8360,antacid,respiratory,0.0,sd
8361,stimulants,respiratory,0.0,sd
8362,moiety,respiratory,0.0,sd
8363,snakes,respiratory,0.0,sd
8364,sexual enhancement,respiratory,0.0,sd
8365,salicylate,respiratory,0.0,sd
8366,alcohol,respiratory,0.0,sd
8367,chemical process,respiratory,0.0,sd
8368,cholinergic plant,respiratory,0.0,sd
8369,dopamine agonist,respiratory,0.0,sd
8370,paralytic,respiratory,0.0,sd
8371,abortifacient,respiratory,0.0,sd
8372,analgesic,respiratory,0.0,sd
8373,anticholinergic medicine,respiratory,0.0,sd
8374,maoi,respiratory,0.0,sd
8375,functional class,respiratory,0.0,sd
8376,plant,respiratory,0.0,sd
8377,chemotherapeutic,respiratory,0.0,sd
8378,nsaid,respiratory,0.0,sd
8379,cyanogenic,respiratory,0.0,sd
8380,anesthetic,respiratory,0.0,sd
8381,hepatotoxin,respiratory,0.0,sd
8382,anabolic hormones,respiratory,0.0,sd
8383,antinausea,respiratory,0.0,sd
8384,antihyperglycemic,respiratory,0.0,sd
8385,hiv medications,respiratory,0.0,sd
8386,nonopioid analgesic,respiratory,0.0,sd
8387,inhalant,respiratory,0.0,sd
8388,psychedelic,respiratory,0.0,sd
8389,antipsychotic,respiratory,0.0,sd
8390,bulking agent,respiratory,0.0,sd
8391,serm,respiratory,0.0,sd
8392,metabolite,respiratory,0.0,sd
8393,cannabinoid receptor agonists,respiratory,0.0,sd
8394,endogenous chemical,respiratory,0.0,sd
8395,sedative,respiratory,0.0,sd
8396,antidepressant,respiratory,0.0,sd
8397,structural class,respiratory,0.0,sd
8398,chemical reagent,respiratory,0.0,sd
8399,androgen/estrogen,respiratory,0.0,sd
8400,uncoupler,respiratory,0.0,sd
8401,steroid,respiratory,0.0,sd
8402,nootropic,respiratory,0.0,sd
8403,acetaminophen-containing,respiratory,0.0,sd
8404,element,respiratory,0.0,sd
8405,tricyclic antidepressants,respiratory,0.0,sd
8406,antithyroid,respiratory,0.0,sd
8407,nmda antagonist,respiratory,0.0,sd
8408,vasoactive,respiratory,0.0,sd
8409,opioid,activity references,0.0,sd
8410,serotonergic,activity references,0.0,sd
8411,unclear,activity references,0.0,sd
8412,cardioactive,activity references,0.0,sd
8413,antibiotic/antifungal,activity references,0.0,sd
8414,ssri,activity references,0.0,sd
8415,ergot,activity references,0.0,sd
8416,anti-inflammatory,activity references,0.0,sd
8417,mushrooms,activity references,0.0,sd
8418,anticoagulant,activity references,0.0,sd
8419,neurotoxin,activity references,0.0,sd
8420,misclassified,activity references,0.0,sd
8421,antacid,activity references,0.0,sd
8422,stimulants,activity references,0.0,sd
8423,moiety,activity references,0.0,sd
8424,snakes,activity references,0.0,sd
8425,sexual enhancement,activity references,0.0,sd
8426,salicylate,activity references,0.0,sd
8427,alcohol,activity references,0.0,sd
8428,chemical process,activity references,0.0,sd
8429,cholinergic plant,activity references,0.0,sd
8430,dopamine agonist,activity references,0.0,sd
8431,paralytic,activity references,0.0,sd
8432,abortifacient,activity references,0.0,sd
8433,analgesic,activity references,0.0,sd
8434,anticholinergic medicine,activity references,0.0,sd
8435,maoi,activity references,0.0,sd
8436,functional class,activity references,0.0,sd
8437,plant,activity references,0.0,sd
8438,chemotherapeutic,activity references,0.0,sd
8439,nsaid,activity references,0.0,sd
8440,cyanogenic,activity references,0.0,sd
8441,anesthetic,activity references,0.0,sd
8442,hepatotoxin,activity references,0.0,sd
8443,anabolic hormones,activity references,0.0,sd
8444,antinausea,activity references,0.0,sd
8445,antihyperglycemic,activity references,0.0,sd
8446,hiv medications,activity references,0.0,sd
8447,nonopioid analgesic,activity references,0.0,sd
8448,inhalant,activity references,0.0,sd
8449,psychedelic,activity references,0.0,sd
8450,antipsychotic,activity references,0.0,sd
8451,bulking agent,activity references,0.0,sd
8452,serm,activity references,0.0,sd
8453,metabolite,activity references,0.0,sd
8454,cannabinoid receptor agonists,activity references,0.0,sd
8455,endogenous chemical,activity references,0.0,sd
8456,sedative,activity references,0.0,sd
8457,antidepressant,activity references,0.0,sd
8458,structural class,activity references,0.0,sd
8459,chemical reagent,activity references,0.0,sd
8460,androgen/estrogen,activity references,0.0,sd
8461,uncoupler,activity references,0.0,sd
8462,steroid,activity references,0.0,sd
8463,nootropic,activity references,0.0,sd
8464,acetaminophen-containing,activity references,0.0,sd
8465,element,activity references,0.0,sd
8466,tricyclic antidepressants,activity references,0.0,sd
8467,antithyroid,activity references,0.0,sd
8468,nmda antagonist,activity references,0.0,sd
8469,vasoactive,activity references,0.0,sd
8531,opioid,esp,5.965061648393435e-06,sd
8532,serotonergic,esp,5.18701012903777e-08,sd
8533,unclear,esp,0.0,sd
8534,cardioactive,esp,3.6309070903264384e-07,sd
8535,antibiotic/antifungal,esp,2.074804051615108e-07,sd
8536,ssri,esp,4.6683091161339927e-07,sd
8537,ergot,esp,2.5935050645188846e-07,sd
8538,anti-inflammatory,esp,0.0,sd
8539,mushrooms,esp,0.0,sd
8540,anticoagulant,esp,0.0,sd
8541,neurotoxin,esp,5.18701012903777e-08,sd
8542,misclassified,esp,0.0,sd
8543,antacid,esp,0.0,sd
8544,stimulants,esp,1.1048331574850448e-05,sd
8545,moiety,esp,4.6683091161339927e-07,sd
8546,snakes,esp,0.0,sd
8547,sexual enhancement,esp,0.0,sd
8548,salicylate,esp,0.0,sd
8549,alcohol,esp,8.299216206460432e-07,sd
8550,chemical process,esp,0.0,sd
8551,cholinergic plant,esp,1.037402025807554e-07,sd
8552,dopamine agonist,esp,5.18701012903777e-08,sd
8553,paralytic,esp,0.0,sd
8554,abortifacient,esp,0.0,sd
8555,analgesic,esp,1.037402025807554e-07,sd
8556,anticholinergic medicine,esp,1.7635834438728417e-06,sd
8557,maoi,esp,1.556103038711331e-07,sd
8558,functional class,esp,3.5271668877456835e-06,sd
8559,plant,esp,2.5935050645188846e-07,sd
8560,chemotherapeutic,esp,1.556103038711331e-07,sd
8561,nsaid,esp,0.0,sd
8562,cyanogenic,esp,0.0,sd
8563,anesthetic,esp,5.18701012903777e-08,sd
8564,hepatotoxin,esp,0.0,sd
8565,anabolic hormones,esp,0.0,sd
8566,antinausea,esp,5.18701012903777e-08,sd
8567,antihyperglycemic,esp,0.0,sd
8568,hiv medications,esp,0.0,sd
8569,nonopioid analgesic,esp,0.0,sd
8570,inhalant,esp,5.18701012903777e-08,sd
8571,psychedelic,esp,3.662029151100666e-05,sd
8572,antipsychotic,esp,2.5935050645188846e-07,sd
8573,bulking agent,esp,1.037402025807554e-07,sd
8574,serm,esp,0.0,sd
8575,metabolite,esp,4.6683091161339927e-07,sd
8576,cannabinoid receptor agonists,esp,5.238880230328148e-06,sd
8577,endogenous chemical,esp,3.319686482584173e-06,sd
8578,sedative,esp,8.817917219364209e-07,sd
8579,antidepressant,esp,1.037402025807554e-07,sd
8580,structural class,esp,6.120671952264569e-06,sd
8581,chemical reagent,esp,1.0892721270979317e-06,sd
8582,androgen/estrogen,esp,0.0,sd
8583,uncoupler,esp,0.0,sd
8584,steroid,esp,1.037402025807554e-07,sd
8585,nootropic,esp,0.0,sd
8586,acetaminophen-containing,esp,6.743113167749101e-07,sd
8587,element,esp,9.336618232267985e-07,sd
8588,tricyclic antidepressants,esp,0.0,sd
8589,antithyroid,esp,0.0,sd
8590,nmda antagonist,esp,5.18701012903777e-08,sd
8591,vasoactive,esp,3.6309070903264384e-07,sd
8592,opioid,infectious,2.2131969689234683e-05,sd
8593,serotonergic,infectious,0.0,sd
8594,unclear,infectious,0.0,sd
8595,cardioactive,infectious,2.0656505043285704e-06,sd
8596,antibiotic/antifungal,infectious,2.0656505043285704e-06,sd
8597,ssri,infectious,1.7705575751387747e-06,sd
8598,ergot,infectious,5.901858583795916e-07,sd
8599,anti-inflammatory,infectious,2.950929291897958e-07,sd
8600,mushrooms,infectious,0.0,sd
8601,anticoagulant,infectious,0.0,sd
8602,neurotoxin,infectious,0.0,sd
8603,misclassified,infectious,0.0,sd
8604,antacid,infectious,0.0,sd
8605,stimulants,infectious,2.8919107060599988e-05,sd
8606,moiety,infectious,2.0656505043285704e-06,sd
8607,snakes,infectious,0.0,sd
8608,sexual enhancement,infectious,0.0,sd
8609,salicylate,infectious,2.950929291897958e-07,sd
8610,alcohol,infectious,4.721486867036733e-06,sd
8611,chemical process,infectious,0.0,sd
8612,cholinergic plant,infectious,2.950929291897958e-07,sd
8613,dopamine agonist,infectious,2.950929291897958e-07,sd
8614,paralytic,infectious,0.0,sd
8615,abortifacient,infectious,0.0,sd
8616,analgesic,infectious,0.0,sd
8617,anticholinergic medicine,infectious,3.5411151502775494e-06,sd
8618,maoi,infectious,1.1803717167591832e-06,sd
8619,functional class,infectious,1.1508624238402035e-05,sd
8620,plant,infectious,3.5411151502775494e-06,sd
8621,chemotherapeutic,infectious,1.7705575751387747e-06,sd
8622,nsaid,infectious,2.950929291897958e-07,sd
8623,cyanogenic,infectious,0.0,sd
8624,anesthetic,infectious,5.901858583795916e-07,sd
8625,hepatotoxin,infectious,5.901858583795916e-07,sd
8626,anabolic hormones,infectious,0.0,sd
8627,antinausea,infectious,2.950929291897958e-07,sd
8628,antihyperglycemic,infectious,2.950929291897958e-07,sd
8629,hiv medications,infectious,0.0,sd
8630,nonopioid analgesic,infectious,2.950929291897958e-07,sd
8631,inhalant,infectious,0.0,sd
8632,psychedelic,infectious,2.301724847680407e-05,sd
8633,antipsychotic,infectious,2.950929291897958e-07,sd
8634,bulking agent,infectious,0.0,sd
8635,serm,infectious,0.0,sd
8636,metabolite,infectious,1.7705575751387747e-06,sd
8637,cannabinoid receptor agonists,infectious,5.901858583795916e-06,sd
8638,endogenous chemical,infectious,7.967509088124487e-06,sd
8639,sedative,infectious,2.950929291897958e-07,sd
8640,antidepressant,infectious,1.475464645948979e-06,sd
8641,structural class,infectious,8.557694946504078e-06,sd
8642,chemical reagent,infectious,2.0656505043285704e-06,sd
8643,androgen/estrogen,infectious,0.0,sd
8644,uncoupler,infectious,0.0,sd
8645,steroid,infectious,1.1803717167591832e-06,sd
8646,nootropic,infectious,0.0,sd
8647,acetaminophen-containing,infectious,5.901858583795916e-07,sd
8648,element,infectious,2.0656505043285704e-06,sd
8649,tricyclic antidepressants,infectious,5.901858583795916e-07,sd
8650,antithyroid,infectious,2.950929291897958e-07,sd
8651,nmda antagonist,infectious,0.0,sd
8652,vasoactive,infectious,1.7705575751387747e-06,sd
8653,opioid,cognitive ability,1.1470069383332013e-05,sd
8654,serotonergic,cognitive ability,8.823130294870779e-08,sd
8655,unclear,cognitive ability,0.0,sd
8656,cardioactive,cognitive ability,4.999773833760108e-07,sd
8657,antibiotic/antifungal,cognitive ability,2.9410434316235927e-07,sd
8658,ssri,cognitive ability,6.764399892734265e-07,sd
8659,ergot,cognitive ability,2.0587304021365148e-07,sd
8660,anti-inflammatory,cognitive ability,2.941043431623593e-08,sd
8661,mushrooms,cognitive ability,1.4705217158117964e-07,sd
8662,anticoagulant,cognitive ability,0.0,sd
8663,neurotoxin,cognitive ability,0.0,sd
8664,misclassified,cognitive ability,0.0,sd
8665,antacid,cognitive ability,0.0,sd
8666,stimulants,cognitive ability,1.5264015410126447e-05,sd
8667,moiety,cognitive ability,7.058504235896623e-07,sd
8668,snakes,cognitive ability,0.0,sd
